text,union_name,f_num,desig_num,count
UA of Journeyman & Apprentices of the Plumbing and Pipefitting Industry 434,PLUMBERS AFL-CIO,540784,434,1
Teamsters Local Unio 243,TEAMSTERS,30804,243,1
"International Union, UAW 2269",AUTO WORKERS AFL-CIO,530346,2269,1
International Association of Machinista & Aerospace Workers 2019,MACHINISTS AFL-CIO,546353,2019,1
International Union of Operating Engineers  406,"ENGINEERS, OPERATING, AFL-CIO",22326,406,1
International Association of Machinists and Aerospace Webster 1728,MACHINISTS AFL-CIO,25322,1728,1
Iron Worker Regional Shop Local  851,IRON WORKERS AFL-CIO,545606,851,1
ICWU/UFCW 419-c,FOOD AND COMMERCIAL WKRS,14539,419,1
Timbermen's Union 1556,CARPENTERS IND,544559,1556,1
Plumbers & Steamfitters 434,PLUMBERS AFL-CIO,540784,434,1
International Brotherhood Of Boilermakers 647,BOILERMAKERS AFL-CIO,15657,647,1
Teamsters International Union 346,TEAMSTERS,26071,346,1
Teamsters Union 890,TEAMSTERS,4180,890,1
cement Masons 502,PLASTERERS AND CEMENT MASONS AFL-CIO,12533,502,1
"UNITED BROTHERHOOD OF CARPENTERS & JOINERS OF AMERICA,SOUTHWEST REGIONAL COUNCIL 1912",CARPENTERS IND,545459,1912,1
International Association of Machinists and Aerospace Workers 439,MACHINISTS AFL-CIO,13119,439,1
OPEIU-AFL-CIO 393,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,38451,393,1
International Brotherhood of Boilermakers  151,BOILERMAKERS AFL-CIO,51921,151,1
"International Union, UAW 2005",AUTO WORKERS AFL-CIO,511436,2005,1
"United Union of Roofers, Waterproofers, & Allied Workers 11",ROOFERS AFL-CIO,18962,11,1
Ironworkers Regional Shop Local Union  853,IRON WORKERS AFL-CIO,545828,853,1
United Brotherhood Of Carpenters And Joiners Of America 2153,CARPENTERS IND,506643,2153,1
Roofers 134,ROOFERS AFL-CIO,17790,134,1
CJA 2158 Chicago Rgl Council,CARPENTERS IND,24918,2158,1
Painters District 14,PAINTERS AFL-CIO,32375,14,1
United Brotherhood Of Carpenters And Joiners Of America. 2019,CARPENTERS IND,515509,2019,1
International Union Of Operating Engineers  571,"ENGINEERS, OPERATING, AFL-CIO",40687,571,1
"GENERAL TEAMSTERS , CHAUFFEURS AND HELPERS 249",TEAMSTERS,28815,249,1
Teamsters Union 63,TEAMSTERS,508852,63,1
INTERNATIONAL BROTHEROOD OF TEAMSTERS 245,TEAMSTERS,45585,245,1
Heavy Construction Laborers 663,LABORERS,42741,663,1
Laborers' International Union of North America 500,LABORERS,5951,500,1
INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES 948,PAINTERS AFL-CIO,12659,948,1
SMART LOCAL  170,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",41937,170,1
United Steelworker 271M,"STEELWORKERS, AFL-CIO",13987,271,1
"United Union of Roofers, Waterproofers & Allied Workers'  22",ROOFERS AFL-CIO,8141,22,1
Teamsters Local Union 568,TEAMSTERS,35307,568,1
Hawaii Teamsters 996,TEAMSTERS,28511,996,1
LIUNA 380,LABORERS,26863,380,1
International Longshoremen's Association 21,LONGSHOREMENS ASN AFL-CIO,515484,21,1
Cement Masons 886,PLASTERERS AND CEMENT MASONS AFL-CIO,33359,886,1
Roofers 149,ROOFERS AFL-CIO,35129,149,1
International Association of Machinist and Aerospace Workers 1317,MACHINISTS AFL-CIO,31366,1317,1
LIUNA 89,LABORERS,19943,89,1
Teamsters 525  ,TEAMSTERS,4825,525,1
AFSCME 2893,STATE COUNTY AND MUNI EMPLS AFL-CIO,543568,2893,1
Motion Picture Studio Mechanics/IATSE 52,STAGE AND PICTURE OPERATORS AFL-CIO,29299,52,1
IAMAW 2782,MACHINISTS AFL-CIO,533791,2782,1
Glaziers 27,PAINTERS AFL-CIO,28012,27,1
"United Electrical, Radio and Machine Workers of America 718",ELECTRICAL WORKERS UE IND,544207,718,1
"United Derrickmen & Riggers Association, Ironworkers AFL-CIO 197",IRON WORKERS AFL-CIO,34683,197,1
Office and Professional Employees International Union  459,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,71162,459,1
"Bakery, Confectionery, Tobacco Workers, & Grain Millers International Union (BCTGM) 351","BAKERY, TOBACCO AND GRAIN AFL-CIO",67075,351,1
IBB 158,BOILERMAKERS AFL-CIO,6721,158,1
Eastern Millwright Regional Council  1163,CARPENTERS IND,56131,1163,1
LIUNA 1216,LABORERS,25050,1216,1
The Hawaii Nurses Association/OPEIU 50,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,53662,50,1
IBT 631,TEAMSTERS,2927,631,1
International Brotherhood of Teamsters 822,TEAMSTERS,1600,822,1
United Association of Plumbers & Steamfitters 43,PLUMBERS AFL-CIO,32241,43,1
Truck Drivers Local Union No.  299,TEAMSTERS,34784,299,1
Central South Carpenters Regional Council 2153,CARPENTERS IND,506643,2153,1
Laborers' District Council of Western Pennsylvania 964,LABORERS,4322,964,1
IUPAT 106,PAINTERS AFL-CIO,36490,106,1
Cement Masons Plasterers & Shophands NW/MN HH & ND Builders & HH 633,PLASTERERS AND CEMENT MASONS AFL-CIO,528377,633,1
Cement Masons 527,PLASTERERS AND CEMENT MASONS AFL-CIO,11759,527,1
"United Association of Plumbers, Pipe Fitters, Refrigeration 94",PLUMBERS AFL-CIO,41401,94,1
International Union of Operating Engineers IUOE Local 30,"ENGINEERS, OPERATING, AFL-CIO",19779,30,1
International Association of Machinists and Aerospace Workers 1948,MACHINISTS AFL-CIO,28561,1948,1
Ironworkers 709,IRON WORKERS AFL-CIO,21591,709,1
TWU 100,TRANSPORT WORKERS AFL-CIO,3424,100,1
IUPAT 781,PAINTERS AFL-CIO,40278,781,1
Carpenters 1865,CARPENTERS IND,25863,1865,1
"United Electrical, Radio & Machine Workers of America (UE) 225",ELECTRICAL WORKERS UE IND,540789,225,1
Teamsters 117,TEAMSTERS,5960,117,1
UAW 86,AUTO WORKERS AFL-CIO,3073,86,1
Teamsters  481,TEAMSTERS,46777,481,1
OPCMIA Local  21,PLASTERERS AND CEMENT MASONS AFL-CIO,35443,21,1
United Automobile Workers 42,AUTO WORKERS AFL-CIO,545175,42,1
United Automobile Workers 1103,AUTO WORKERS AFL-CIO,16313,1103,1
Teamsters Local Union No.  299,TEAMSTERS,34784,299,1
NYSUT Healthcare Professionals of Albany VNA 10275,TEACHERS AFL-CIO,545994,10275,1
Laborers International Union Of North America 681,LABORERS,16147,681,1
International Union of Painters & Allied Trades / Glaziers 252,PAINTERS AFL-CIO,23414,252,1
INTERNATIONAL ASSOCIATION OF HEAT & FROST INSULATORS 6A,INSULATORS AFL-CIO,3262,6,1
IAMAW Machinists & Mechanics 2182,MACHINISTS AFL-CIO,29572,2182,1
"United Automobile, Aerospace, and Agricultural Implement Workers of America, UAW 2021",AUTO WORKERS AFL-CIO,511769,2021,1
internatoinal brotherhood of electrical workers 1040,ELECTRICAL WORKERS IBEW AFL-CIO,21644,1040,1
United Union of Waterproofers & allied Workers 142,ROOFERS AFL-CIO,28089,142,1
Indiana/Kentucky/Ohio Regional Council of Carpenters and Millwrights  357,CARPENTERS IND,518994,357,1
Teamsters 996,TEAMSTERS,28511,996,1
"Health Professionals and Allied Employess, AFT/AFL-CIO 5185",TEACHERS AFL-CIO,543951,5185,1
"Health Professionals and Allied Employess, AFT/AFL-CIO 5186",TEACHERS AFL-CIO,543952,5186,1
United Union of Water Proofers and Allied Workers 135,ROOFERS AFL-CIO,32932,135,1
United Union of Roofers Waterproofers and Allied Workers 135,ROOFERS AFL-CIO,32932,135,1
ICWUC/UFCW 1191T,FOOD AND COMMERCIAL WKRS,537348,1191,1
IBT 238,TEAMSTERS,6334,238,1
LIUNA 681,LABORERS,16147,681,1
Amalgamated Transit Union 1763,TRANSIT UNION AFL-CIO,544722,1763,1
AFSCME  Council 79 ,STATE COUNTY AND MUNI EMPLS AFL-CIO,513362,79,1
"United Electrical, Radio and Machine Workers of America 712",ELECTRICAL WORKERS UE IND,519014,712,1
Teamsters Local Union 299,TEAMSTERS,34784,299,1
International Chemical Workers Union 15C,FOOD AND COMMERCIAL WKRS,22412,15,1
"Chauffeurs, Teamsters, Warehousemen and Helpers 135",TEAMSTERS,9836,135,1
Teamster 533,TEAMSTERS,14938,533,1
Local 100 United Labor Unions ,UNITED LABOR UNIONS,514358,100,1
IUPAT District Council 14 N/A,PAINTERS AFL-CIO,32375,14,1
Ironworkers 509,IRON WORKERS AFL-CIO,15540,509,1
PSC-CUNY 2334,TEACHERS AFL-CIO,542561,2334,1
UBCJA 792,CARPENTERS IND,28037,792,1
Sprinkler Fitters UA 709,PLUMBERS AFL-CIO,44134,709,1
Teamsters 630,TEAMSTERS,34093,630,1
Teamsters  630,TEAMSTERS,34093,630,1
United Food & Commercial Workers Union  1529,FOOD AND COMMERCIAL WKRS,33946,1529,1
Michigan Regional Council of Carpenters 100,CARPENTERS IND,34175,100,1
Michigan Regional Council of Carpenters 1004,CARPENTERS IND,540489,1004,1
Michigan Regional Council of Carpenters 1510,CARPENTERS IND,540484,1510,1
Michigan Regional Council of Carpenters 202,CARPENTERS IND,540490,202,1
Michigan Regional Council of Carpenters 525,CARPENTERS IND,540482,525,1
Michigan Regional Council of Carpenters 706,CARPENTERS IND,540481,706,1
United Food & Commerical Workers Union 1529,FOOD AND COMMERCIAL WKRS,33946,1529,1
INTL BROTHERHOOD OF TEAMSTERS 245,TEAMSTERS,45585,245,1
BCTGM 85,"BAKERY, TOBACCO AND GRAIN AFL-CIO",3472,85,1
Building Materials Teamsters  282,TEAMSTERS,9185,282,1
UGSOA International Union 019,"GOVERNMENT SECURITY OFFICERS, IND",543302,19,1
TEAMSTERS UNION LOCAL 952,TEAMSTERS,34503,952,1
Ironworkers Regional Shop Local Union 851,IRON WORKERS AFL-CIO,545606,851,1
I.U.O.E.  917,"ENGINEERS, OPERATING, AFL-CIO",7129,917,1
"International Union, UAW 218",AUTO WORKERS AFL-CIO,3692,218,1
International Chemical Workers Union Council/UFCW 900C,FOOD AND COMMERCIAL WKRS,69724,900,1
BCTGM-Bakers Union 85,"BAKERY, TOBACCO AND GRAIN AFL-CIO",3472,85,1
International Association of Machinist and Aerospace Workers 2419,MACHINISTS AFL-CIO,67717,2419,1
International Union of Operating Engineers  30,"ENGINEERS, OPERATING, AFL-CIO",19779,30,1
INTERNATIONAL UNION UAW 413,AUTO WORKERS AFL-CIO,518987,413,1
Glaziers Architectural Glass and Metal workers 169,PAINTERS AFL-CIO,45392,169,1
IAMAW MACHINISTS & MECHAINCS  2182,MACHINISTS AFL-CIO,29572,2182,1
UFCW 304A,FOOD AND COMMERCIAL WKRS,7359,304,1
Roofers & Waterproofers Union 95,ROOFERS AFL-CIO,34601,95,1
"Cemetery Workers, Green Attendants & Golf Course, SEIU  265",SERVICE EMPLOYEES,33181,265,1
Roofers and Waterproofers Union 40,ROOFERS AFL-CIO,19905,40,1
IAM & AW Machinists Automotive Trades  1101,MACHINISTS AFL-CIO,29596,1101,1
IAM & AW Machinists Automotive Trades 1101,MACHINISTS AFL-CIO,29596,1101,1
Teamsters 236,TEAMSTERS,37965,236,1
"International Association of Bridge, Structural, Ornamental and Reinforcing Iron Workers  290",IRON WORKERS AFL-CIO,11144,290,1
United Brotherhood of Carpenters 1751,CARPENTERS IND,34940,1751,1
Western PA Laborers' District Council 1058,LABORERS,39555,1058,1
SPFPA 823,"SECURITY POLICE, FIRE PROF, IND",530738,823,1
St. Louis-Kansas City Carpenters Regional Council 1445,CARPENTERS IND,47168,1445,1
Highway Truck Drivers and Helpers Local (International Brotherhood of Teamsters) 107,TEAMSTERS,33820,107,1
United Association of Plumbers & Steamfitters 118,PLUMBERS AFL-CIO,40611,118,1
General Laborers 66,LABORERS,26302,66,1
TEAMSTERS  283,TEAMSTERS,22549,283,1
Association of Western Pulp and Paper Workers 677,PULP AND PAPER WORKERS UBCJA,63233,677,1
Office & Professional Employees International Union  11,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,4824,11,1
International Association of Bridge Structural and Ornamental Ironworkers 495,IRON WORKERS AFL-CIO,32510,495,1
International Brotherhood of Teamsters  250,TEAMSTERS,14231,250,1
Bakery Confectionery Tobacco Worker & Grain Miller Union 167G,"BAKERY, TOBACCO AND GRAIN AFL-CIO",543522,167,1
NWRC of SMART  103,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",15681,103,1
Heat & Frost Insulators 41,INSULATORS AFL-CIO,9737,41,1
IUOE 138,"ENGINEERS, OPERATING, AFL-CIO",45683,138,1
IAM&AW (ATMP) 2003,MACHINISTS AFL-CIO,22936,2003,1
United Food and Commercial Workers 152,FOOD AND COMMERCIAL WKRS,543600,152,1
International Union of Operating Engineers  103,"ENGINEERS, OPERATING, AFL-CIO",27204,103,1
UFCW AFL-CIO 368A,FOOD AND COMMERCIAL WKRS,33306,368,1
International Union of Painters and Allied Trades DC51 ,PAINTERS AFL-CIO,9825,51,1
Teamsters Local Union No. 839 ,TEAMSTERS,15385,839,1
teamsters 690,TEAMSTERS,1070,690,1
International Chemical Workers Union Council/UFCW 580T,FOOD AND COMMERCIAL WKRS,517359,580,1
International Assoc. of Machinists and Aerospace Workers 906,MACHINISTS AFL-CIO,60448,906,1
ICUWC/UFCW 184,FOOD AND COMMERCIAL WKRS,8402,184,1
Insulators 89,INSULATORS AFL-CIO,24170,89,1
IUOE Local 406 ,"ENGINEERS, OPERATING, AFL-CIO",22326,406,1
UFCW  Local 21,FOOD AND COMMERCIAL WKRS,543341,21,1
"United Electrical, Radio and Machine Workers of America (UE) 683",ELECTRICAL WORKERS UE IND,530158,683,1
Office and Professional Employee International Union 6,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,25360,6,1
TEAMSTERS  690,TEAMSTERS,1070,690,1
"Int'l Union, UAW 1889",AUTO WORKERS AFL-CIO,508829,1889,1
United Steel International Union AFL-CIO 4856,"STEELWORKERS, AFL-CIO",39912,4856,1
INTERNATIONAL ASSOC OF HEAT AND FROST INSULATORS AND ALLIED WORKERS 74,INSULATORS AFL-CIO,37459,74,1
INTERNATIONAL UNION OF OPERATING ENGINEERS  520,"ENGINEERS, OPERATING, AFL-CIO",7581,520,1
UFCW 186D ,FOOD AND COMMERCIAL WKRS,61171,186,1
UAW International Union 708,AUTO WORKERS AFL-CIO,10663,708,1
Amalgamated Transit Union  1395,TRANSIT UNION AFL-CIO,25659,1395,1
AFSCME 2184,STATE COUNTY AND MUNI EMPLS AFL-CIO,545786,2184,1
BCTGM 263-G,"BAKERY, TOBACCO AND GRAIN AFL-CIO",7471,263,1
UA 553,PLUMBERS AFL-CIO,13039,553,1
AWPPW 677,PULP AND PAPER WORKERS UBCJA,63233,677,1
Teamsters  781,TEAMSTERS,16955,781,1
UBC - Chicago Regional Council of Carpenters 4,CARPENTERS IND,24923,4,1
International Brotherhood of Boilermakers  S82,BOILERMAKERS AFL-CIO,541161,82,1
OPCMIA 797,PLASTERERS AND CEMENT MASONS AFL-CIO,41298,797,1
ICWUC 39c,FOOD AND COMMERCIAL WKRS,37739,39,1
OPEIU  420,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,69261,420,1
United Mine Workers Of America  1957,"MINE WORKERS, UNITED, AFL-CIO",541127,1957,1
Teamsters  238,TEAMSTERS,6334,238,1
AMALGAMATED TRANSIT UNION  192,TRANSIT UNION AFL-CIO,540907,192,1
Heavy Construction Laborers' 663,LABORERS,42741,663,1
International Brotherhood of Teamsers 364,TEAMSTERS,39529,364,1
OPEIU  29,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,16408,29,1
UAW 135,AUTO WORKERS AFL-CIO,10186,135,1
Graphic Communications Conference /IBT 458M,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,22667,458,1
United Electrical Radio Machine Workers of America 735,ELECTRICAL WORKERS UE IND,6008,735,1
International Brotherhood of Boilermakers 117,BOILERMAKERS AFL-CIO,43541,117,1
UFCW LOCAL 2013 ,FOOD AND COMMERCIAL WKRS,60069,2013,1
Fraternity of American Protective Officers (FAPO) 101,"SECURITY POLICE, FIRE PROF, IND",546802,101,1
Plumbers and Pipe Fitters U.A. 553,PLUMBERS AFL-CIO,13039,553,1
UFCW AFL-CIO CLC 1529,FOOD AND COMMERCIAL WKRS,33946,1529,1
Upstate NY Operating Engineers IUOE 158,"ENGINEERS, OPERATING, AFL-CIO",17173,158,1
Upstate New York Operating Engineers IUOE 158,"ENGINEERS, OPERATING, AFL-CIO",17173,158,1
UAW International Union 455 ,AUTO WORKERS AFL-CIO,38395,455,1
"I.A.M.&,A.W.  1027",MACHINISTS AFL-CIO,60289,1027,1
BCTGM 62G,"BAKERY, TOBACCO AND GRAIN AFL-CIO",20893,62,1
"International Union, UAW 1842",AUTO WORKERS AFL-CIO,505051,1842,1
Teamsters Local 2785,TEAMSTERS,34030,2785,1
UFCW 1208,FOOD AND COMMERCIAL WKRS,544130,1208,1
"International Union, UAW 1872",AUTO WORKERS AFL-CIO,505423,1872,1
"International Union, UAW  509",AUTO WORKERS AFL-CIO,21694,509,1
Teamsters Local 687,TEAMSTERS,39042,687,1
UAW 856,AUTO WORKERS AFL-CIO,9429,856,1
General Teamsters Local Union No. 406 ,TEAMSTERS,29589,406,1
Teamsters Local Union 120,TEAMSTERS,1526,120,1
Roofers and Slaters Union 248,ROOFERS AFL-CIO,29009,248,1
IAMAW MACHINISTS & MECHANICS LODGE 2182,MACHINISTS AFL-CIO,29572,2182,1
TEAMSTERS LOCAL  229,TEAMSTERS,1601,229,1
TEAMSTERS AND CHAUFFEURS UNION AFFILIATED WITH THE INTERNATIONAL BROTHERHOOD OF TEAMSTERS 456,TEAMSTERS,21006,456,1
International Brotherhood of Boilermakers  117,BOILERMAKERS AFL-CIO,43541,117,1
IUOE 612,"ENGINEERS, OPERATING, AFL-CIO",42409,612,1
International Assn of Heat & Frost Insulators & Allied Workers 18,INSULATORS AFL-CIO,26330,18,1
International Association of Machinists and Aerospace Workers SC-310,MACHINISTS AFL-CIO,545599,310,1
Ironworkers 798,IRON WORKERS AFL-CIO,56366,798,1
INTERNATIONAL BROTHERHOOD OF TEAMSTERS 966,TEAMSTERS,67314,966,1
"International Union, UAW 70",AUTO WORKERS AFL-CIO,35158,70,1
International Uion of Operating Engineers 30,"ENGINEERS, OPERATING, AFL-CIO",19779,30,1
Teamsters Local  637,TEAMSTERS,6628,637,1
"United Steelworker, AFL-CIO-CLC 342","STEELWORKERS, AFL-CIO",54547,342,1
United Steel Workers  474,"STEELWORKERS, AFL-CIO",66084,474,1
International Association of Machinists and Aerospace Workers  971,MACHINISTS AFL-CIO,43159,971,1
United Automobile Workers 523,AUTO WORKERS AFL-CIO,6528,523,1
International Union UAW 2404,AUTO WORKERS AFL-CIO,541934,2404,1
UAW  1612,AUTO WORKERS AFL-CIO,68528,1612,1
AFSCME 1739,STATE COUNTY AND MUNI EMPLS AFL-CIO,533825,1739,1
CLA 84,CHRISTIAN LABOR UNION IND,61391,84,1
IATSE TWU 787,STAGE AND PICTURE OPERATORS AFL-CIO,47902,787,1
Teamsters 11,TEAMSTERS,62025,11,1
Laborer's' District Council of Western Pennsylvania  1058,LABORERS,39555,1058,1
 IAMAW 917,MACHINISTS AFL-CIO,37900,917,1
"Int'l Union, UAW 2213",AUTO WORKERS AFL-CIO,545101,2213,1
"Bakery, Confectionary, Tobacco Workers & Grain Millers International Union 125","BAKERY, TOBACCO AND GRAIN AFL-CIO",1654,125,1
"International Union, United Automobile, Aerospace and Agriculture Implement Workers of America 129",AUTO WORKERS AFL-CIO,27374,129,1
"American Federation of State County & Municipal Employees, AFL-CIO 1739",STATE COUNTY AND MUNI EMPLS AFL-CIO,533825,1739,1
"Int'l Union, UAW 12 - Tech Unit",AUTO WORKERS AFL-CIO,7160,12,1
Graphic Communications Conference International Brotherhood of Teamsters  379-C ,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,26393,379,1
Hawaii Nurses Association (OPEIU Local 50) ,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,53662,50,1
International Association of Machinists and Aerospace Workers 2704,MACHINISTS AFL-CIO,513873,2704,1
International Association of Machinists and Aerospace Workers  1490,MACHINISTS AFL-CIO,3858,1490,1
RWDU/UFCW 30,FOOD AND COMMERCIAL WKRS,55925,30,1
Teamsters 554,TEAMSTERS,37997,554,1
IAMAW  254,MACHINISTS AFL-CIO,35335,254,1
IBT 272,TEAMSTERS,10930,272,1
UAW 1972,AUTO WORKERS AFL-CIO,537256,1972,1
UAW 1279,AUTO WORKERS AFL-CIO,68848,1279,1
UAW 783,AUTO WORKERS AFL-CIO,63416,783,1
ESC IFPTE  20 ,"ENGINEERS, PROF AND TECH, AFL-CIO",16156,20,1
Amalgamated Transit Union  770,TRANSIT UNION AFL-CIO,544036,770,1
UFCW 1776Ks,FOOD AND COMMERCIAL WKRS,45254,1776,1
International Brotherhood of Boilermakers  697,BOILERMAKERS AFL-CIO,16179,697,1
United Association of Plumbers and Pipefitters 32,PLUMBERS AFL-CIO,30830,32,1
Teamsters Local Union  636,TEAMSTERS,15700,636,1
Shopmen Ironworkers 501,IRON WORKERS AFL-CIO,26950,501,1
Pipefitters 274,PLUMBERS AFL-CIO,35654,274,1
Teamsters  413,TEAMSTERS,15397,413,1
United Association of Plumbers and Pipefitters 155,PLUMBERS AFL-CIO,42317,155,1
United Automobile Workers 3062,AUTO WORKERS AFL-CIO,543973,3062,1
United Automobile Workers 3064,AUTO WORKERS AFL-CIO,544024,3064,1
"Warehouse, Processing & Distribution Workers' Union, ILWU  Local 26",LONGSHORE AND WAREHOUSE UNION,30437,26,1
Office & Professional Employees International Union  251 ,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,34413,251,1
UFCW/ICWUC 625T,FOOD AND COMMERCIAL WKRS,517358,625,1
IUPAT 252,PAINTERS AFL-CIO,23414,252,1
ICWUC/UFCW 790C,FOOD AND COMMERCIAL WKRS,65265,790,1
THEATRICAL WARDROBE UNION DETROIT MICHIGAN 786,STAGE AND PICTURE OPERATORS AFL-CIO,2079,786,1
"Sheet Metal, Air, Rail, And Transportation (SMART) 555","SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",540093,555,1
Graphic Communications Conference/ IBT 197M,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,540796,197,1
International Association Of Machinists And Aerospace Workers 830,MACHINISTS AFL-CIO,503653,830,1
International Association of Machinists and Aerospace Workers 801,MACHINISTS AFL-CIO,36218,801,1
International Brotherhood of Boilermakers  D-239,BOILERMAKERS AFL-CIO,13335,239,1
GENERAL TEAMSTERS 249,TEAMSTERS,28815,249,1
Plumbers and Pipe Fitters 152,PLUMBERS AFL-CIO,18594,152,1
United Food & Commercial Workers Union 1059,FOOD AND COMMERCIAL WKRS,23709,1059,1
IAMAW Machinists & Mechanics Lodge  2182,MACHINISTS AFL-CIO,29572,2182,1
"Int'l Union, UAW 3045",AUTO WORKERS AFL-CIO,542919,3045,1
"Bakery, Confectionery Tobacco Workers and Grain Millers 218","BAKERY, TOBACCO AND GRAIN AFL-CIO",2735,218,1
IAM&AW 1441,MACHINISTS AFL-CIO,55278,1441,1
